,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,ENT
570,4,3,1,1,1,1,1,3,1,1,1
571,5,3,1,1,1,1,1,2,1,1,1
572,1,3,1,1,1,1,1,2,1,1,1
573,2,2,1,1,1,1,1,6,1,1,1
574,3,3,1,1,1,1,2,1,1,1,1
575,4,3,1,1,1,1,2,3,1,1,1
576,5,3,1,1,1,1,1,1,1,1,1
577,2,2,1,1,1,2,1,3,1,1,1
578,5,3,1,1,1,1,1,5,1,1,1
579,1,2,1,1,1,1,1,3,1,1,1
580,2,2,1,1,1,1,2,8,1,1,1
581,3,2,1,1,1,1,1,9,2,2,1
582,4,3,1,1,1,1,1,6,1,1,1
583,5,2,1,1,1,1,1,1,1,1,1
584,1,2,1,1,1,1,1,6,1,1,1
585,2,2,1,1,1,1,1,8,1,1,1
586,3,2,1,1,1,1,1,10,2,2,1
587,4,2,1,1,1,1,1,4,1,1,1
588,1,3,1,1,1,1,1,2,1,1,1
589,2,3,1,1,1,1,1,2,1,1,1
590,3,3,1,1,1,1,1,4,1,1,1
591,4,3,1,1,1,1,1,5,1,1,1
592,5,3,1,1,1,1,2,4,1,1,1
593,1,3,1,1,1,1,1,2,1,1,1
594,2,3,1,1,1,1,1,4,1,1,1
595,3,3,1,1,1,1,1,3,1,1,1
596,4,3,1,1,1,1,1,3,1,1,1
597,5,3,1,1,1,1,1,3,1,1,1
598,1,3,1,1,1,1,1,7,2,2,1
599,2,3,1,1,1,1,1,7,2,2,1
600,4,3,1,1,1,1,1,5,1,1,1
601,5,3,1,1,1,1,1,2,1,1,1
602,1,3,1,1,1,1,1,5,1,1,1
603,3,3,1,1,1,1,2,1,1,1,1
604,5,3,1,1,1,1,1,5,1,1,1
605,1,3,1,1,1,1,1,5,1,1,1
606,3,3,1,1,1,1,1,3,1,1,1
607,5,3,1,1,1,1,1,2,1,1,1
608,1,2,1,1,1,1,1,5,1,1,1
609,2,3,1,1,1,1,2,1,1,1,1
610,3,3,1,1,1,1,1,3,1,1,1
611,4,2,1,1,1,1,1,3,1,1,1
612,5,3,1,1,1,1,1,2,1,1,1
613,1,2,1,1,1,1,1,2,1,1,1
614,2,3,1,1,1,1,2,3,1,1,1
615,3,3,1,1,1,1,1,2,1,1,1
616,5,3,1,1,1,1,1,5,1,1,1
617,1,3,1,1,1,1,1,2,1,1,1
618,2,3,1,1,1,1,1,1,1,1,1
619,3,3,1,1,1,1,1,5,1,1,1
620,5,3,1,1,1,1,1,3,1,1,1
621,1,3,1,1,1,1,1,3,1,1,1
622,2,3,1,1,1,1,1,5,1,1,1
623,3,3,1,1,1,2,1,6,1,1,1
624,4,3,1,1,1,1,1,1,1,1,1
625,1,3,1,1,1,1,2,5,1,1,1
626,2,3,1,1,1,1,1,4,1,1,1
627,3,3,1,1,1,1,2,1,1,1,1
628,4,3,1,1,1,1,1,3,1,1,1
629,5,3,1,1,1,1,1,6,1,1,1
630,1,2,1,1,1,1,1,3,1,1,1
631,3,3,1,1,1,1,1,3,1,1,1
632,4,2,1,1,1,1,1,2,1,1,1
633,5,2,1,1,1,1,1,2,2,2,1
634,1,2,1,1,1,1,1,4,1,1,1
635,4,2,1,1,1,1,1,5,1,1,1
636,5,3,1,1,1,1,1,5,1,1,1
637,2,3,1,1,1,1,1,2,1,1,1
638,3,2,1,1,1,1,1,6,1,1,1
639,5,3,1,1,1,1,1,2,1,1,1
640,2,3,1,1,1,1,1,3,1,1,1
641,3,3,1,1,1,1,1,2,1,1,1
642,4,3,1,1,1,1,1,3,1,1,1
643,5,3,1,1,1,1,1,2,1,1,1
644,1,3,1,1,1,1,1,5,1,1,1
645,2,3,1,1,1,1,2,4,1,1,1
646,3,3,1,1,1,1,1,4,1,1,1
647,5,2,1,1,1,1,1,3,1,1,1
648,2,3,1,1,1,1,1,1,1,1,1
649,3,3,1,1,1,1,1,3,1,1,1
650,4,3,1,1,1,1,1,1,1,1,1
651,1,3,1,1,1,1,1,2,1,1,1
652,2,3,1,1,1,1,1,1,1,1,1
653,3,3,1,1,1,1,1,6,1,1,1
654,4,3,1,1,1,1,1,2,1,1,1
655,5,2,1,1,1,1,1,4,1,1,1
656,1,2,1,1,1,1,1,5,1,1,1
657,2,3,1,1,1,1,1,4,1,1,1
658,3,1,1,1,1,1,1,7,1,1,1
659,5,2,1,1,1,1,1,4,1,1,1
660,1,3,1,1,1,1,1,6,1,1,1
661,2,3,1,1,1,1,1,5,1,1,1
662,4,2,1,1,1,1,1,2,1,1,1
663,5,3,1,1,1,1,1,3,1,1,1
664,1,2,1,1,1,1,1,5,1,1,1
665,2,2,1,1,1,1,1,3,1,1,1
666,3,3,1,1,1,1,1,5,1,1,1
667,4,2,1,1,1,1,2,2,1,1,1
668,5,2,1,1,1,1,2,5,1,1,1
669,1,3,1,1,1,1,1,9,1,1,1
670,2,3,1,1,1,1,1,3,1,1,1
671,3,3,1,1,1,1,2,6,1,1,1
672,5,3,1,1,1,1,1,3,1,1,1
673,1,2,1,1,1,1,1,6,1,1,1
674,2,2,1,1,1,1,1,3,1,1,1
675,3,2,1,1,1,1,2,2,1,1,1
676,5,2,1,1,1,1,1,3,2,2,1
677,1,2,1,1,1,1,1,9,1,1,1
678,2,3,1,1,1,1,1,4,1,1,1
679,3,2,1,1,1,1,2,2,1,1,1
680,4,2,1,1,1,1,1,5,1,1,1
681,5,2,1,1,1,1,1,2,1,1,1
682,1,2,1,1,1,1,2,4,1,1,1
683,2,2,1,1,1,1,2,3,1,1,1
684,3,2,1,1,1,1,1,2,1,1,1
685,4,2,1,1,1,1,1,2,1,1,1
686,5,2,1,1,1,1,1,3,1,1,1
687,2,3,1,1,1,1,1,3,1,1,1
688,3,3,1,1,1,1,1,4,1,1,1
689,4,3,1,1,1,1,1,1,1,1,1
690,5,3,1,1,1,1,1,4,1,1,1
691,1,3,1,1,1,1,1,6,1,1,1
692,3,3,1,1,1,1,1,3,1,1,1
693,4,3,1,1,1,1,1,2,1,1,1
694,5,3,1,1,1,1,1,4,1,1,1
695,2,3,1,1,1,1,1,7,1,1,1
696,4,3,1,1,1,1,1,4,1,1,1
697,5,3,1,1,1,1,1,5,1,1,1
698,1,3,1,1,1,1,1,3,1,1,1
699,2,3,1,1,1,1,1,3,1,1,1
700,4,3,1,1,1,1,1,2,1,1,1
701,2,3,1,1,1,1,1,2,1,1,1
702,1,3,1,1,1,1,1,5,1,1,1
703,2,3,1,1,1,1,1,4,1,1,1
704,3,3,1,1,1,1,1,3,1,1,1
705,4,3,1,1,1,1,1,6,1,1,1
706,5,3,1,1,1,1,1,4,1,1,1
707,2,3,1,1,1,1,1,3,1,1,1
708,3,3,1,1,1,1,1,3,1,1,1
709,4,3,1,1,1,1,1,2,1,1,1
710,5,3,1,1,1,1,1,5,1,1,1
711,2,3,1,1,1,1,1,3,1,1,1
712,3,3,1,1,1,1,1,3,1,1,1
713,4,3,1,1,1,1,1,2,1,1,1
714,5,3,1,1,1,1,1,2,1,1,1
715,1,3,1,1,1,1,1,4,1,1,1
716,2,3,1,1,1,1,1,5,1,1,1
717,3,3,1,1,1,2,2,6,1,1,1
718,4,3,1,1,1,1,1,1,1,1,1
719,5,3,1,1,1,1,1,5,2,2,1
720,1,3,1,1,1,1,1,8,2,2,1
721,3,3,1,1,1,1,1,1,1,1,1
722,4,3,1,1,1,1,1,1,1,1,1
723,1,3,1,1,1,1,1,2,1,1,1
724,2,3,1,1,1,1,1,3,1,1,1
725,3,2,1,1,1,1,1,3,1,1,1
726,4,3,1,1,1,1,1,2,1,1,1
727,5,2,1,1,1,1,1,3,1,1,1
728,1,3,1,1,1,1,1,4,1,1,1
729,2,3,1,1,1,1,1,3,1,1,1
730,3,3,1,1,1,1,1,1,1,1,1
731,5,3,1,1,1,1,1,3,1,1,1
732,1,3,1,1,1,1,1,2,1,1,1
733,2,2,1,1,1,1,1,3,1,1,1
734,3,3,1,1,1,1,2,1,1,1,1
735,4,3,1,1,1,1,1,3,1,1,1
736,5,2,1,1,1,1,2,7,2,2,1
737,1,3,1,1,1,1,1,4,1,1,1
738,2,3,1,1,1,1,1,2,1,1,1
739,3,3,1,1,1,1,2,5,1,1,1
740,4,3,1,1,1,1,2,1,1,1,1
741,5,3,1,1,1,1,1,1,1,1,1
742,1,3,1,1,1,1,1,5,1,1,1
743,2,3,1,1,1,1,1,3,1,1,1
744,3,3,1,1,1,1,1,4,1,1,1
745,4,3,1,1,1,1,2,8,1,1,1
746,5,3,1,1,1,1,1,2,1,1,1
747,1,2,1,1,1,1,1,3,1,1,1
748,2,3,1,1,1,1,1,4,1,1,1
749,3,3,1,1,1,1,1,5,1,1,1
750,5,2,1,1,1,1,1,4,1,1,1
751,1,3,1,1,1,1,1,8,1,1,1
752,2,3,1,1,1,1,1,2,1,1,1
753,3,3,2,1,1,1,1,5,1,1,1
754,4,2,1,1,1,1,1,2,1,1,1
755,5,3,1,1,1,1,1,5,1,1,1
756,1,2,1,1,1,2,2,1,1,1,1
757,2,3,1,1,1,2,2,1,1,1,1
758,3,3,1,1,1,1,1,2,1,1,1
759,4,3,1,1,1,1,1,3,1,1,1
760,5,3,1,1,1,1,1,3,1,1,1
761,1,3,1,1,1,1,1,5,1,1,1
762,2,3,1,1,1,1,1,4,1,1,1
763,4,2,1,1,1,1,1,2,1,1,1
764,2,3,2,1,1,2,2,1,1,1,1
765,3,3,1,1,1,1,1,1,1,1,1
766,4,3,1,1,1,1,1,4,1,1,1
767,5,3,2,1,1,1,2,3,1,1,1
768,1,3,1,1,1,1,1,2,1,1,1
769,3,3,1,1,1,1,1,8,1,1,1
770,5,3,2,1,1,2,2,2,1,1,1
771,2,3,1,1,1,1,1,5,1,1,1
772,3,3,1,1,1,1,1,4,1,1,1
773,4,3,1,1,1,1,1,6,1,1,1
774,5,3,2,1,1,1,1,7,1,1,1
775,1,3,1,1,1,1,1,3,1,1,1
776,3,3,1,1,1,1,2,2,1,1,1
777,4,3,1,1,1,1,1,4,1,1,1
778,5,3,1,1,1,1,1,3,1,1,1
779,1,2,1,1,1,1,1,6,1,1,1
780,2,3,1,1,1,1,1,8,1,1,1
781,3,3,1,1,1,1,1,3,1,1,1
782,4,3,1,1,1,1,1,1,1,1,1
783,5,3,1,1,1,1,1,8,1,1,1
784,2,2,1,1,1,1,1,2,1,1,1
785,3,3,1,1,1,1,1,5,1,1,1
786,4,3,1,1,1,1,1,1,1,1,1
787,5,3,1,1,1,1,1,4,1,1,1
788,1,3,1,1,1,1,1,3,1,1,1
789,2,3,1,1,1,1,1,1,1,1,1
790,3,3,1,1,1,1,1,1,1,1,1
791,4,3,1,1,1,1,1,5,1,1,1
792,5,3,1,1,1,1,1,2,1,1,1
793,1,3,1,1,1,1,1,2,1,1,1
794,2,3,1,1,1,1,1,3,1,1,1
795,3,3,1,1,1,1,1,4,1,1,1
796,4,3,1,1,1,1,1,5,1,1,1
797,5,3,1,1,1,1,1,5,1,1,1
798,2,3,1,1,1,1,1,2,1,1,1
799,1,2,1,1,1,1,1,2,1,1,1
800,2,3,1,1,1,1,1,5,1,1,1
801,3,2,1,1,1,1,1,4,1,1,1
802,4,2,1,1,1,1,1,1,1,1,1
803,5,2,1,1,1,1,2,3,1,1,1
804,2,3,1,1,1,1,1,4,1,1,1
805,3,2,1,1,1,1,1,2,1,1,1
806,5,3,1,1,1,1,1,6,1,1,1
807,1,2,1,1,1,1,1,4,1,1,1
808,2,3,1,1,1,1,1,3,1,1,1
809,4,2,1,1,1,1,2,8,2,2,1
810,5,3,1,1,1,1,1,5,1,1,1
811,2,3,1,1,1,1,1,3,1,1,1
812,3,3,1,1,1,1,1,4,1,1,1
813,4,3,1,1,1,1,1,2,1,1,1
814,5,3,1,1,1,1,1,2,1,1,1
815,1,3,1,1,1,1,1,3,1,1,1
816,3,3,1,1,1,1,1,2,1,1,1
817,4,3,1,1,1,1,1,2,1,1,1
818,3,3,1,1,1,1,1,2,1,1,1
819,5,3,1,1,1,1,1,3,1,1,1
820,1,3,1,1,1,1,1,1,1,1,1
821,3,3,1,1,1,1,1,1,1,1,1
822,4,3,1,1,1,1,1,5,1,1,1
823,5,3,1,1,1,1,1,1,1,1,1
824,1,3,1,1,1,1,1,1,1,1,1
825,2,2,1,1,1,1,2,1,1,1,1
826,3,3,1,1,1,1,1,1,1,1,1
827,4,3,1,1,1,1,1,3,1,1,1
828,5,3,1,1,1,1,1,1,1,1,1
829,3,3,1,1,1,1,1,4,1,1,1
830,4,3,1,1,1,1,1,5,1,1,1
831,5,3,1,1,1,1,1,2,1,1,1
832,1,3,1,1,1,1,2,2,1,1,1
833,2,3,1,1,1,2,2,1,1,1,1
834,4,3,2,1,1,1,1,4,1,1,1
835,5,2,1,1,1,1,2,2,1,1,1
836,4,3,1,1,1,1,1,2,1,1,1
837,5,3,1,1,1,1,1,1,1,1,1
838,2,3,1,1,1,1,1,2,1,1,1
839,3,3,1,1,1,1,1,8,1,1,1
840,4,3,1,1,1,1,1,3,1,1,1
841,5,3,1,1,1,1,1,2,1,1,1
842,1,3,1,1,1,2,1,2,1,1,1
843,3,3,1,1,1,1,1,1,1,1,1
844,4,3,1,1,1,1,1,6,1,1,1
845,2,3,1,1,1,1,1,6,1,1,1
846,3,3,1,1,1,1,1,5,1,1,1
847,4,3,1,1,1,1,1,4,1,1,1
848,5,2,1,1,1,1,1,3,1,1,1
849,2,3,1,1,1,1,1,4,1,1,1
850,3,3,1,1,1,1,1,7,1,1,1
851,4,3,1,1,1,1,1,3,1,1,1
852,5,2,1,1,1,1,1,5,1,1,1
853,1,3,1,1,1,1,1,6,1,1,1
854,2,3,1,1,1,1,1,4,1,1,1
855,3,2,1,1,1,1,1,3,1,1,1
856,4,3,1,1,1,1,1,4,1,1,1
857,5,3,1,1,1,1,1,3,1,1,1
858,1,3,1,1,1,1,1,6,2,3,1
859,2,2,1,1,1,1,1,2,1,1,1
860,3,3,1,1,1,1,1,6,1,1,1
861,4,3,1,1,1,1,2,2,1,1,1
862,5,2,1,1,1,1,1,4,1,1,1
863,2,3,1,1,1,1,1,3,1,1,1
864,4,3,1,1,1,1,2,1,1,1,1
865,5,3,1,1,1,1,1,3,1,1,1
866,1,3,1,1,1,2,2,1,1,1,1
867,2,3,1,1,1,1,1,3,1,1,1
868,3,3,1,1,1,1,1,2,1,1,1
869,4,3,1,1,1,1,1,3,1,1,1
870,1,3,1,1,1,1,2,4,1,1,1
871,2,2,1,1,1,1,1,1,1,1,1
872,3,3,1,1,1,1,1,2,1,1,1
873,1,3,1,1,1,1,1,4,1,1,1
874,2,3,1,1,1,1,1,6,1,1,1
875,4,3,1,1,1,1,2,2,1,1,1
876,1,3,1,1,1,1,1,2,1,1,1
877,2,3,1,1,1,1,1,4,1,1,1
878,3,3,1,1,1,1,1,4,1,1,1
879,4,3,1,1,1,1,1,4,1,1,1
880,5,2,1,1,1,1,1,4,1,1,1
881,2,3,1,1,1,1,1,3,1,1,1
882,1,3,1,1,1,1,1,3,1,1,1
883,2,3,1,1,1,2,2,2,1,1,1
884,3,2,1,1,1,1,1,6,2,2,1
885,4,3,1,1,1,1,1,3,1,1,1
886,1,2,1,1,1,1,1,5,1,1,1
887,2,2,1,1,1,1,1,6,1,1,1
888,3,3,1,1,1,1,1,3,1,1,1
889,5,2,1,1,1,1,1,2,1,1,1
890,1,3,1,1,1,1,1,5,1,1,1
891,2,2,1,1,1,1,2,4,1,1,1
892,3,3,1,1,1,1,1,3,1,1,1
893,4,3,1,1,1,1,1,5,1,1,1
894,5,2,1,1,1,1,2,5,1,1,1
895,1,3,1,1,1,1,1,3,1,1,1
896,2,3,1,1,1,1,1,3,1,1,1
897,3,3,1,1,1,1,1,3,1,1,1
898,5,3,1,1,1,1,1,4,1,1,1
899,1,3,1,1,1,1,1,3,1,1,1
900,2,2,1,1,1,1,1,5,1,1,1
901,3,2,1,1,1,1,1,4,1,1,1
902,4,3,1,1,1,1,1,4,1,1,1
903,5,3,1,1,1,1,1,6,1,1,1
904,1,3,1,1,1,1,1,5,1,1,1
905,2,3,1,1,1,1,1,2,1,1,1
906,3,3,1,1,1,1,1,2,1,1,1
907,4,2,1,1,1,1,2,2,1,1,1
908,5,2,1,1,1,1,1,4,1,1,1
909,1,3,1,1,1,1,1,2,1,1,1
910,2,2,1,1,1,1,1,4,1,1,1
911,3,3,1,1,1,1,1,4,1,1,1
912,4,3,1,1,1,1,1,8,1,1,1
913,5,3,1,1,1,1,2,4,1,1,1
914,1,2,1,1,1,1,1,6,1,1,1
915,2,3,1,1,1,1,2,1,1,1,1
916,5,3,1,1,1,1,1,5,1,1,1
917,1,3,1,1,1,1,1,7,1,1,1
918,2,3,1,1,1,1,1,5,1,1,1
919,3,2,1,1,1,1,1,5,1,1,1
920,4,2,1,1,1,1,2,3,1,1,1
921,5,2,1,1,1,1,1,5,1,1,1
922,2,3,1,1,1,1,1,3,1,1,1
923,3,3,1,1,1,1,2,1,1,1,1
924,4,3,1,1,1,1,1,6,1,1,1
925,5,3,1,1,1,1,1,4,1,1,1
926,3,3,1,1,1,1,1,2,1,1,1
927,4,3,1,1,1,1,1,4,1,1,1
928,5,3,1,1,1,1,1,4,1,1,1
929,1,3,1,1,1,1,1,3,1,1,1
930,2,3,1,1,1,1,1,4,1,1,1
931,4,3,1,1,1,1,1,3,1,1,1
932,5,3,1,1,1,1,1,3,1,1,1
933,1,3,1,1,1,1,1,4,1,1,1
934,2,3,1,1,1,1,1,3,1,1,1
935,3,3,1,1,1,1,1,4,1,1,1
936,4,3,1,1,1,1,1,4,1,1,1
937,2,3,1,1,1,1,1,5,1,1,1
938,3,3,1,1,1,1,1,4,1,1,1
939,4,3,1,1,1,1,1,1,1,1,1
940,2,3,1,1,1,1,1,2,1,1,1
941,3,3,1,1,1,1,1,3,1,1,1
942,4,3,1,1,1,1,2,1,1,1,1
943,1,3,1,1,1,1,1,4,1,1,1
944,2,2,1,1,1,1,1,4,1,1,1
945,3,3,1,1,1,1,1,3,1,1,1
946,4,3,1,1,1,1,1,1,1,1,1
947,1,2,1,1,1,1,1,8,1,1,1
948,2,2,1,1,1,2,2,3,1,1,1
949,4,2,1,1,1,1,1,5,1,1,1
950,1,3,1,1,1,1,1,2,1,1,1
951,2,3,1,1,1,1,1,4,1,1,1
952,3,3,1,1,1,1,2,1,1,1,1
953,4,3,1,1,1,1,1,6,1,1,1
954,5,3,1,1,1,1,1,5,1,1,1
955,1,2,1,1,1,1,1,4,1,1,1
956,2,2,1,1,1,1,1,3,1,1,1
957,3,3,1,1,1,1,1,3,1,1,1
958,4,2,1,1,1,1,1,6,1,1,1
959,5,2,1,1,1,1,2,5,1,1,1
960,1,3,1,1,1,1,1,6,1,1,1
961,2,3,1,1,1,1,1,2,1,1,1
962,3,2,1,1,1,1,1,4,1,1,1
963,4,2,1,1,1,1,1,3,1,1,1
964,5,2,1,1,1,1,2,4,1,1,1
965,1,3,1,1,1,1,1,4,1,1,1
966,3,3,1,1,1,1,1,2,1,1,1
967,4,2,1,1,1,1,1,5,1,1,1
968,5,3,1,1,1,1,1,2,1,1,1
969,1,3,1,1,1,1,1,4,1,1,1
970,2,2,1,1,1,1,1,5,1,1,1
971,3,3,1,1,1,1,2,7,1,1,1
972,1,3,1,1,1,1,1,4,1,1,1
973,2,2,1,1,1,1,1,4,1,1,1
974,3,3,1,1,1,1,1,3,1,1,1
975,4,3,1,1,1,1,1,2,1,1,1
976,5,3,1,1,1,1,1,4,1,1,1
977,1,3,1,1,1,1,1,2,1,1,1
978,3,3,1,1,1,1,1,5,1,1,1
979,4,3,1,1,1,1,1,3,1,1,1
980,1,3,1,1,1,1,1,2,1,1,1
981,2,3,1,1,1,1,1,6,1,1,1
982,3,3,1,1,1,1,1,4,1,1,1
983,4,3,1,1,1,1,1,5,1,1,1
984,1,3,1,1,1,1,1,9,1,1,1
985,2,3,1,1,1,2,1,2,1,1,1
986,3,2,1,1,1,1,1,5,1,1,1
987,4,2,1,1,1,1,1,5,1,1,1
988,1,3,1,1,1,2,2,5,1,1,1
989,2,2,1,1,1,1,1,6,1,1,1
990,3,3,1,1,1,1,1,4,1,1,1
991,4,3,1,1,1,1,1,4,1,1,1
992,5,3,1,1,1,1,1,6,1,1,1
993,1,2,1,1,1,1,1,5,1,1,1
994,2,2,1,1,1,1,1,2,1,1,1
995,3,2,1,1,1,1,1,5,1,1,1
996,4,3,1,1,1,2,1,3,1,1,1
997,5,2,1,1,1,1,1,4,1,1,1
998,1,3,1,1,1,1,2,2,1,1,1
999,2,2,1,1,1,1,1,4,1,1,1
1000,4,2,1,1,1,1,1,6,1,1,1
1001,5,2,1,1,1,1,1,6,1,1,1
1002,1,2,1,1,1,1,1,4,1,1,1
1003,2,3,1,1,1,1,1,4,1,1,1
1004,4,2,1,1,1,1,1,4,1,1,1
1005,1,3,1,1,1,1,1,6,1,1,1
1006,2,3,1,1,1,1,1,4,1,1,1
1007,3,3,1,1,1,1,1,5,1,1,1
1008,5,3,1,1,1,1,1,5,1,1,1
1009,1,2,1,1,1,1,1,3,1,1,1
1010,2,3,1,1,1,1,1,1,1,1,1
1011,4,3,1,1,1,1,1,4,1,1,1
1012,5,3,1,1,1,1,1,5,1,1,1
1013,1,2,1,1,1,1,1,5,1,1,1
1014,2,2,1,1,1,1,1,5,1,1,1
1015,3,3,1,1,1,1,1,4,1,1,1
1016,4,2,1,1,1,1,1,2,1,1,1
1017,5,2,1,1,1,1,1,2,1,1,1
1018,1,3,1,1,1,1,2,2,1,1,1
1019,2,3,1,1,1,1,1,3,1,1,1
1020,3,3,1,1,1,1,1,4,1,1,1
1021,4,3,1,1,1,1,1,4,1,1,1
1022,5,3,1,1,1,2,2,4,1,1,1
1023,1,3,1,1,1,1,1,6,1,1,1
1024,2,3,1,1,1,1,1,3,1,1,1
1025,3,3,1,1,1,1,1,4,1,1,1
1026,5,3,1,1,1,1,1,6,1,1,1
1027,1,3,1,1,1,1,2,2,1,1,1
1028,2,2,1,1,1,1,2,4,1,1,1
1029,3,2,1,1,1,1,1,3,1,1,1
1030,4,2,1,1,1,1,1,6,1,1,1
1031,5,2,1,1,1,1,1,4,1,1,1
1032,1,2,1,1,1,1,2,4,1,1,1
1033,3,3,1,1,1,1,1,6,1,1,1
1034,4,3,1,1,1,1,1,6,1,1,1
1035,5,3,1,1,1,1,1,2,1,1,1
1036,2,3,1,1,1,1,1,4,1,1,1
1037,3,3,1,1,1,1,1,5,1,1,1
1038,4,3,1,1,1,1,1,5,1,1,1
1039,5,3,1,1,1,1,1,5,1,1,1
1040,1,3,1,1,1,1,1,5,1,1,1
1041,2,3,1,1,1,1,1,3,1,1,1
1042,3,3,1,1,1,1,1,2,1,1,1
1043,4,3,1,1,1,1,1,4,1,1,1
1044,5,3,1,1,1,1,1,4,1,1,1
1045,1,3,1,1,1,1,1,5,1,1,1
1046,2,3,1,1,1,1,1,6,1,1,1
1047,3,3,1,1,1,1,1,5,1,1,1
1048,4,3,1,1,1,1,1,3,1,1,1
1049,5,3,1,1,1,1,1,4,1,1,1
1050,1,3,1,1,1,1,1,6,1,1,1
1051,2,2,1,1,1,1,1,3,1,1,1
1052,3,3,1,1,1,1,1,4,1,1,1
1053,4,3,1,1,1,1,1,4,1,1,1
1054,5,2,1,1,1,2,2,3,1,1,1
1055,1,3,1,1,1,1,1,5,1,1,1
1056,2,3,1,1,1,1,1,2,1,1,1
1057,3,2,1,1,1,1,1,3,1,1,1
1058,4,3,1,1,1,1,1,5,1,1,1
1059,5,2,1,1,1,1,1,6,1,1,1
1060,1,3,1,1,1,1,1,4,1,1,1
1061,2,3,1,1,1,1,1,3,1,1,1
1062,3,3,1,1,1,1,1,4,1,1,1
1063,4,3,1,1,1,1,1,2,1,1,1
1064,1,3,1,1,1,1,1,1,1,1,1
1065,2,3,1,1,1,1,1,4,1,1,1
1066,3,3,1,1,1,1,1,2,1,1,1
1067,4,3,1,1,1,1,1,4,1,1,1
1068,5,2,1,1,1,1,1,5,1,1,1
1069,1,3,1,1,1,1,1,2,1,1,1
1070,2,3,1,1,1,1,1,4,1,1,1
1071,3,3,1,1,1,1,1,3,1,1,1
1072,4,3,1,1,1,1,1,2,1,1,1
1073,5,2,1,1,1,1,2,5,1,1,1
1074,1,2,1,1,1,1,1,5,1,1,1
1075,2,3,1,1,1,1,1,2,1,1,1
1076,3,2,1,1,1,2,1,3,1,1,1
1077,4,3,1,1,1,1,1,6,1,1,1
1078,5,2,1,1,1,1,1,5,1,1,1
1079,6,2,1,1,1,1,1,5,1,1,1
1080,8,2,2,1,1,2,2,2,1,1,1
1081,11,3,1,1,1,1,1,4,1,1,1
1082,12,1,1,1,1,1,1,2,2,2,1
1083,13,3,1,1,1,1,1,1,1,1,1
1084,14,3,1,4,1,1,1,6,1,1,1
1085,15,3,1,1,1,1,1,2,1,1,1
1086,16,3,1,1,1,1,1,2,1,1,1
1087,17,2,2,1,1,1,1,5,1,1,1
1088,18,3,1,1,1,1,1,4,1,1,1
1089,19,3,1,1,1,1,2,3,1,1,1
1090,20,2,1,1,1,1,1,7,1,1,1
1091,2,3,1,1,1,1,1,5,1,1,1
1092,3,2,1,1,1,1,1,5,1,1,1
1093,5,3,1,1,1,2,2,1,1,1,1
1094,6,2,1,1,1,2,2,2,1,1,1
1095,7,3,1,1,1,1,1,2,1,1,1
1096,9,3,1,1,1,1,1,5,1,1,1
1097,10,2,1,1,1,1,1,4,1,1,1
1098,13,3,1,1,1,1,1,5,1,1,1
1099,15,2,1,1,1,1,1,4,1,1,1
1100,16,3,1,1,1,1,1,6,1,1,1
1101,17,2,1,1,1,1,2,5,1,1,1
1102,18,3,1,1,1,1,1,3,1,1,1
1103,20,2,1,1,1,1,1,2,1,1,1
1104,1,3,1,1,1,1,1,8,1,1,1
1105,2,3,1,1,1,1,1,7,1,1,1
1106,3,3,1,1,1,1,1,4,1,1,1
1107,4,3,1,1,1,1,1,5,1,1,1
1108,1,3,2,1,1,1,1,10,2,4,1
1109,2,2,1,1,1,1,1,3,1,1,1
1110,3,3,1,1,1,1,2,2,1,1,1
1111,1,3,1,1,1,2,1,4,1,1,1
1112,2,2,1,1,1,1,1,4,1,1,1
1113,3,2,1,1,1,1,2,1,1,1,1
1114,4,3,1,1,1,1,1,3,1,1,1
1115,1,2,1,1,1,1,1,6,1,1,1
1116,2,1,1,1,1,1,1,4,1,1,1
1117,3,3,1,1,1,1,1,4,1,1,1
1118,4,2,1,1,1,1,1,6,1,1,1
1119,5,3,5,1,1,1,2,4,1,1,1
1120,2,3,1,1,1,1,1,4,1,1,1
1121,3,3,1,1,1,1,1,2,1,1,1
1122,4,3,1,1,1,1,1,3,1,1,1
1123,5,3,1,1,1,1,1,4,1,1,1
1124,1,3,1,1,1,1,1,6,1,1,1
1125,2,3,1,1,1,1,1,3,1,1,1
1126,3,3,1,1,1,1,1,4,1,1,1
1127,4,3,1,1,1,1,1,2,1,1,1
1128,5,3,1,1,1,1,1,5,1,1,1
1129,1,3,1,1,1,1,1,3,1,1,1
1130,2,3,1,1,1,1,1,3,1,1,1
1131,3,3,1,1,1,1,1,4,1,1,1
1132,5,3,1,1,1,1,1,4,1,1,1
1133,1,2,1,1,1,1,1,5,1,1,1
1134,2,3,1,1,1,1,1,5,1,1,1
1135,3,3,1,1,1,1,1,8,1,1,1
1136,4,2,1,1,1,1,2,6,1,1,1
1137,5,2,4,1,1,2,2,4,1,1,1
1138,2,3,1,1,1,1,1,4,1,1,1
1139,3,3,1,1,1,1,1,2,1,1,1
1140,4,3,1,1,1,1,1,1,1,1,1
1141,5,3,1,1,1,1,1,4,1,1,1
1142,1,2,1,1,1,1,2,2,1,1,1
1143,2,3,1,1,1,1,1,4,1,1,1
