,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,ENT
28759,5,2,1,1,1,1,1,5,1,1,12
28760,6,2,2,1,1,1,2,2,1,1,12
28761,7,3,1,1,1,1,1,3,1,1,12
28762,8,1,2,1,1,1,1,2,1,1,12
28763,9,3,1,1,1,1,1,5,1,1,12
28764,10,2,1,1,1,1,1,3,1,1,12
28765,11,3,1,1,1,1,1,2,1,1,12
28766,12,2,1,1,1,1,1,3,1,1,12
28767,13,3,1,1,1,1,1,3,1,1,12
28768,14,2,1,1,1,1,2,4,1,1,12
28769,15,2,1,1,1,1,1,4,1,1,12
28770,17,2,2,1,1,1,2,2,1,1,12
28771,18,3,2,1,1,1,1,2,1,1,12
28772,19,2,2,1,1,1,1,6,1,1,12
28773,20,2,2,1,1,1,1,5,1,1,12
28774,3,1,5,1,1,1,1,2,1,1,12
28775,4,1,1,1,1,2,2,3,1,1,12
28776,5,3,1,2,1,1,1,3,1,1,12
28777,6,3,6,2,1,1,1,3,1,1,12
28778,7,2,3,5,1,1,2,8,1,1,12
28779,8,2,2,2,1,1,2,5,1,1,12
28780,9,1,2,2,1,1,1,5,1,1,12
28781,11,1,2,2,1,1,2,2,1,1,12
28782,12,3,1,2,1,1,1,3,1,1,12
28783,13,1,2,2,1,1,1,5,1,1,12
28784,14,2,2,2,1,1,2,4,1,1,12
28785,15,2,2,2,1,1,1,5,1,1,12
28786,16,2,2,5,2,1,2,3,1,1,12
28787,17,2,2,2,1,2,2,1,1,1,12
28788,18,2,2,2,1,1,2,3,1,1,12
28789,19,2,2,2,1,1,2,1,1,1,12
28790,20,1,2,2,1,1,2,2,1,1,12
28791,1,2,2,2,1,2,2,4,1,1,12
28792,2,1,2,2,1,2,2,3,1,1,12
28793,3,2,2,2,1,1,2,6,1,1,12
28794,4,2,2,1,1,1,2,5,1,1,12
28795,5,3,2,2,1,1,2,3,1,1,12
28796,6,2,1,2,1,2,2,5,1,1,12
28797,7,1,1,5,2,2,2,2,1,1,12
28798,9,3,1,2,1,1,2,6,1,1,12
28799,10,2,1,2,1,2,2,2,1,1,12
28800,11,2,1,2,1,2,1,6,1,1,12
28801,12,2,2,1,1,2,2,9,1,1,12
28802,13,2,5,1,1,2,2,2,1,1,12
28803,14,3,1,1,1,2,2,4,1,1,12
28804,15,1,6,1,1,2,2,3,1,1,12
28805,17,2,1,1,1,1,2,4,1,1,12
28806,18,1,2,2,1,2,2,5,1,1,12
28807,19,2,1,2,1,1,2,5,1,1,12
28808,20,2,1,2,1,2,1,6,1,1,12
28809,1,2,1,1,1,2,2,1,1,1,12
28810,2,2,1,1,1,1,1,2,1,1,12
28811,3,3,1,1,1,1,1,2,1,1,12
28812,5,2,1,1,1,1,2,5,1,1,12
28813,1,3,1,1,1,1,1,5,1,1,12
28814,3,2,1,1,1,1,1,5,1,1,12
28815,15,2,2,1,1,1,2,4,1,1,12
28816,17,2,6,2,1,1,2,2,1,1,12
28817,18,2,2,2,1,1,2,6,1,1,12
28818,19,2,2,2,1,1,1,5,1,1,12
28819,20,2,2,1,1,1,2,2,1,1,12
28820,1,2,6,2,1,2,2,4,1,1,12
28821,2,1,6,2,1,2,2,7,1,1,12
28822,4,2,2,1,1,2,2,5,1,1,12
28823,5,2,1,2,1,1,2,6,1,1,12
28824,6,2,2,2,1,1,2,3,1,1,12
28825,7,1,6,5,1,1,2,3,1,1,12
28826,8,2,2,2,1,1,2,3,1,1,12
28827,9,2,2,2,1,1,2,4,1,1,12
28828,11,2,2,2,1,1,2,3,1,1,12
28829,12,2,2,2,1,1,2,4,1,1,12
28830,13,2,2,2,1,1,2,2,1,1,12
28831,14,1,4,5,2,2,2,5,1,1,12
28832,15,2,2,2,1,2,2,8,1,1,12
28833,16,2,2,2,1,1,1,3,1,1,12
28834,17,2,2,2,1,1,2,1,1,1,12
28835,18,2,2,2,1,1,2,4,1,1,12
28836,20,2,2,2,1,2,2,1,1,1,12
28837,2,2,6,2,1,1,1,4,1,1,12
28838,3,1,6,2,1,1,1,2,1,1,12
28839,4,1,6,4,1,1,1,6,1,1,12
28840,5,1,2,2,1,1,2,5,1,1,12
28841,6,2,6,5,1,1,2,3,1,1,12
28842,8,2,6,2,1,1,1,3,1,1,12
28843,9,2,6,2,1,1,2,2,1,1,12
28844,10,1,6,2,1,1,2,4,1,1,12
28845,11,2,6,2,1,1,2,5,1,1,12
28846,12,1,6,2,1,1,2,4,1,1,12
28847,13,3,6,2,1,1,1,5,1,1,12
28848,14,2,1,1,1,1,1,4,1,1,12
28849,15,2,6,2,1,1,1,10,1,1,12
28850,16,1,2,2,1,1,1,4,1,1,12
28851,17,1,2,2,1,1,1,5,1,1,12
28852,19,2,2,2,1,1,1,4,1,1,12
28853,20,1,2,5,1,2,1,4,1,1,12
28854,1,1,2,2,1,2,2,5,1,1,12
28855,2,1,2,1,1,2,1,5,1,1,12
28856,7,2,2,1,1,2,2,6,1,1,12
28857,8,2,2,1,1,2,2,9,1,1,12
28858,9,2,2,1,1,2,2,5,1,1,12
28859,10,1,2,1,1,2,2,2,1,1,12
28860,11,2,2,1,1,2,2,7,1,1,12
28861,12,1,2,2,1,2,2,6,1,1,12
28862,13,1,2,2,1,1,2,2,1,1,12
28863,14,1,2,2,2,2,2,1,1,1,12
28864,16,2,2,2,1,2,2,9,1,1,12
28865,17,2,1,2,1,2,2,3,1,1,12
28866,18,1,2,2,2,2,2,4,1,1,12
28867,19,1,2,2,1,2,2,1,1,1,12
28868,20,1,2,5,1,1,2,8,1,1,12
28869,21,2,2,2,1,2,2,6,1,1,12
28870,1,2,2,2,1,2,2,5,1,1,12
28871,2,2,2,2,1,2,2,9,1,1,12
28872,4,2,2,2,1,2,2,4,1,1,12
28873,5,2,2,2,1,2,2,2,1,1,12
28874,6,1,2,5,2,2,2,3,1,1,12
28875,7,1,2,5,2,2,2,5,1,1,12
28876,11,1,2,2,2,2,2,6,1,1,12
28877,13,1,1,5,1,2,2,1,1,1,12
28878,14,2,1,2,1,2,2,2,1,1,12
28879,15,1,1,2,1,2,2,6,1,1,12
28880,16,1,2,3,1,2,2,4,1,1,12
28881,17,2,2,3,1,2,2,3,1,1,12
28882,18,1,1,3,1,2,2,5,1,1,12
28883,19,2,2,3,1,2,2,3,1,1,12
28884,1,2,2,5,1,1,1,2,1,1,12
28885,2,1,2,5,1,1,2,3,1,1,12
28886,3,2,2,5,1,1,1,2,1,1,12
28887,4,2,2,5,1,2,2,1,1,1,12
28888,5,2,2,5,1,1,1,5,1,1,12
28889,6,3,6,1,1,1,1,3,1,1,12
28890,7,3,1,2,1,1,1,5,1,1,12
28891,6,2,1,1,1,1,1,5,1,1,12
28892,7,3,1,1,1,1,2,3,1,1,12
28893,9,2,1,1,1,1,2,4,1,1,12
28894,11,2,1,2,1,1,1,5,1,1,12
28895,13,2,1,1,1,1,1,4,1,1,12
28896,14,2,1,1,1,1,1,4,1,1,12
28897,15,2,1,1,1,1,1,1,1,1,12
28898,16,2,1,1,1,2,2,2,1,1,12
28899,18,2,1,1,1,1,2,6,1,1,12
28900,19,3,1,1,1,1,2,6,1,1,12
28901,20,2,2,1,1,2,2,2,1,1,12
28902,2,1,5,5,1,1,2,8,1,1,12
28903,3,1,5,1,1,1,2,3,1,1,12
28904,4,2,6,1,1,1,1,8,1,1,12
28905,5,2,5,2,1,2,2,2,1,1,12
28906,6,2,5,2,1,1,2,7,1,1,12
28907,8,2,5,1,1,1,1,6,1,1,12
28908,9,2,5,1,1,1,2,3,1,1,12
28909,10,2,6,1,1,1,2,4,1,1,12
28910,11,2,6,5,1,2,2,10,1,1,12
28911,12,2,6,1,1,1,2,4,1,1,12
28912,13,2,5,5,1,1,2,1,1,1,12
28913,14,2,6,1,1,1,2,1,1,1,12
28914,15,2,6,1,1,1,1,5,1,1,12
28915,16,2,6,5,2,2,2,6,1,1,12
28916,17,2,6,2,1,2,2,2,1,1,12
28917,18,2,6,1,1,1,1,4,1,1,12
28918,19,2,6,1,1,2,2,2,1,1,12
28919,20,1,5,5,1,1,2,4,1,1,12
28920,1,2,1,1,1,1,2,6,1,1,12
28921,2,2,1,1,2,2,2,2,1,1,12
28922,3,2,6,1,1,1,2,6,1,1,12
28923,4,2,1,1,1,1,2,1,1,1,12
28924,5,2,2,1,1,1,2,1,1,1,12
28925,7,2,2,1,1,1,2,2,1,1,12
28926,8,3,2,1,1,1,2,1,1,1,12
28927,4,2,6,2,1,2,1,4,1,1,12
28928,1,1,1,1,1,2,2,2,1,1,12
28929,2,2,4,1,1,2,2,1,1,1,12
28930,3,2,1,1,1,1,1,4,1,1,12
28931,4,2,1,1,1,1,1,4,1,1,12
28932,6,1,6,1,1,1,2,1,1,1,12
28933,7,2,1,1,1,1,1,5,1,1,12
28934,8,2,6,1,1,1,2,7,1,1,12
28935,9,2,6,1,1,1,2,4,1,1,12
28936,10,2,6,1,1,1,2,6,1,1,12
28937,11,2,2,3,1,1,1,11,2,2,12
28938,12,2,2,2,1,1,2,6,1,1,12
28939,13,2,2,2,1,1,2,1,1,1,12
28940,14,1,2,2,1,1,2,7,1,1,12
28941,15,1,2,2,1,1,2,2,1,1,12
28942,16,2,2,2,1,1,2,8,1,1,12
28943,17,2,2,1,1,1,1,2,1,1,12
28944,20,2,6,2,1,1,1,6,1,1,12
28945,1,2,2,2,1,1,2,2,1,1,12
28946,2,2,2,2,1,1,2,1,1,1,12
28947,3,2,2,1,1,1,2,4,1,1,12
28948,4,2,1,2,1,1,2,4,1,1,12
28949,7,2,2,1,1,1,1,2,1,1,12
28950,8,2,2,2,1,1,2,2,1,1,12
28951,9,2,2,2,1,1,1,4,1,1,12
28952,10,2,5,2,1,1,1,6,1,1,12
28953,12,2,4,1,1,1,1,2,1,1,12
28954,13,2,1,1,1,1,2,2,1,1,12
28955,14,2,1,1,1,1,1,3,1,1,12
28956,15,3,6,2,1,1,1,4,1,1,12
28957,16,2,6,2,1,1,1,4,1,1,12
28958,17,2,2,2,1,1,1,7,1,1,12
28959,18,2,2,2,1,1,1,5,1,1,12
28960,3,2,2,1,1,1,1,5,1,1,12
28961,5,2,2,1,1,1,1,8,1,1,12
28962,6,2,2,1,1,1,2,3,1,1,12
28963,7,1,2,1,1,1,1,2,1,1,12
28964,8,2,2,1,1,1,1,3,1,1,12
28965,9,1,2,1,1,1,1,5,1,1,12
28966,10,1,2,2,1,2,1,4,1,1,12
28967,11,3,2,2,1,1,2,6,1,1,12
28968,13,3,1,1,1,1,2,2,1,1,12
28969,15,1,1,2,1,1,2,1,1,1,12
28970,16,1,2,5,1,1,1,6,1,1,12
28971,17,2,2,2,1,1,2,2,1,1,12
28972,18,1,2,2,1,1,2,3,1,1,12
28973,19,2,2,3,1,1,2,8,1,1,12
28974,20,1,2,3,1,2,2,5,1,1,12
28975,1,1,5,2,1,1,2,6,1,1,12
28976,2,2,5,2,1,1,2,5,1,1,12
28977,4,2,5,2,1,1,2,3,1,1,12
28978,5,1,5,5,1,1,1,6,1,1,12
28979,6,1,5,5,1,1,2,1,1,1,12
28980,7,1,5,5,1,1,2,4,1,1,12
28981,9,1,5,5,1,1,2,9,1,1,12
28982,10,2,2,5,1,1,1,5,1,1,12
28983,12,1,2,5,1,1,1,3,1,1,12
28984,13,2,2,5,1,1,2,4,1,1,12
28985,14,2,2,5,1,1,2,6,1,1,12
28986,15,2,1,2,1,1,2,6,1,1,12
28987,16,2,4,2,1,1,1,3,1,1,12
28988,17,1,4,5,1,2,2,5,1,1,12
28989,18,2,6,2,1,1,2,5,1,1,12
28990,19,1,1,1,1,1,2,2,1,1,12
28991,1,2,2,1,1,2,2,1,1,1,12
28992,3,2,6,1,1,1,1,3,1,1,12
28993,4,2,2,1,1,1,1,2,1,1,12
28994,5,2,2,2,1,1,2,3,1,1,12
28995,6,2,2,1,1,1,2,6,1,1,12
28996,8,2,1,1,1,1,2,3,1,1,12
28997,9,3,1,2,1,1,1,4,1,1,12
28998,10,3,6,1,1,1,1,4,1,1,12
28999,11,2,2,2,1,1,1,5,1,1,12
29000,12,2,2,3,1,1,2,1,1,1,12
29001,13,3,2,2,1,1,1,4,1,1,12
29002,14,2,2,2,1,1,2,5,1,1,12
29003,15,2,2,2,1,1,1,3,1,1,12
29004,16,1,2,2,1,1,1,5,1,1,12
29005,18,2,2,2,1,1,2,4,1,1,12
29006,19,2,2,5,1,1,1,5,1,1,12
29007,20,3,6,2,1,1,1,4,1,1,12
29008,1,2,2,2,2,2,2,8,1,1,12
29009,2,2,2,2,1,2,2,4,1,1,12
29010,3,2,6,5,1,1,2,4,1,1,12
29011,4,1,6,2,1,2,2,6,1,1,12
29012,6,2,1,5,1,2,2,2,1,1,12
29013,7,2,2,5,2,2,2,1,1,1,12
29014,8,1,2,5,2,2,2,1,1,1,12
29015,9,1,2,5,2,2,2,3,1,1,12
29016,10,1,2,5,2,2,2,5,1,1,12
29017,11,2,2,5,2,2,2,6,1,1,12
29018,13,1,2,5,1,2,2,7,1,1,12
29019,15,1,2,5,1,2,2,6,1,1,12
29020,16,1,6,2,1,2,2,4,1,1,12
29021,18,1,6,2,2,2,2,10,1,1,12
29022,19,1,6,2,1,2,2,5,1,1,12
29023,1,2,2,2,1,1,1,4,1,1,12
29024,2,3,2,2,1,1,1,4,1,1,12
29025,3,2,2,2,1,1,1,1,1,1,12
29026,4,2,2,5,1,1,1,6,1,1,12
29027,5,3,2,2,1,1,1,1,1,1,12
29028,6,2,2,2,1,1,1,5,1,1,12
29029,7,2,6,2,1,1,1,4,1,1,12
29030,8,2,5,2,1,1,2,5,1,1,12
29031,9,2,4,2,1,2,2,3,1,1,12
29032,10,2,6,2,1,1,1,9,2,2,12
29033,11,2,2,5,1,1,2,2,1,1,12
29034,16,2,1,1,1,1,2,3,1,1,13
29035,17,1,4,1,1,1,2,4,1,1,13
29036,18,2,2,1,1,1,2,5,1,1,13
29037,19,3,1,1,1,1,2,3,1,1,13
29038,20,2,2,1,1,1,2,5,1,1,13
29039,1,2,2,1,1,2,2,1,1,1,13
29040,2,3,1,1,1,1,1,6,1,1,13
29041,3,3,1,1,1,1,1,4,1,1,13
29042,6,2,1,1,1,1,2,3,1,1,13
29043,7,2,1,1,1,1,2,1,1,1,13
29044,8,3,1,1,1,1,1,4,1,1,13
29045,9,2,2,1,1,2,2,4,1,1,13
29046,10,2,2,1,1,1,2,6,1,1,13
29047,11,2,1,1,1,1,1,4,1,1,13
29048,12,2,1,1,1,1,2,5,1,1,13
29049,13,2,1,1,1,1,2,6,1,1,13
29050,14,3,1,1,1,1,2,2,1,1,13
29051,15,2,1,1,1,1,1,7,1,1,13
29052,16,2,2,1,1,1,2,5,1,1,13
29053,17,2,1,1,1,2,2,2,1,1,13
29054,18,2,1,1,1,1,2,1,1,1,13
29055,1,3,1,1,1,1,1,6,1,1,13
29056,2,3,1,1,1,1,1,4,1,1,13
29057,3,2,1,1,1,1,1,4,1,1,13
29058,5,3,1,1,1,1,2,6,1,1,13
29059,6,2,2,1,1,2,1,3,1,1,13
29060,7,3,1,1,1,1,1,4,1,1,13
29061,8,3,2,1,1,1,1,4,1,1,13
29062,9,3,1,1,1,1,1,6,1,1,13
29063,10,3,1,1,1,1,1,5,1,1,13
29064,13,3,1,1,1,1,1,4,1,1,13
29065,15,2,1,1,1,1,1,5,1,1,13
29066,16,3,1,1,1,1,1,7,1,1,13
29067,17,3,1,1,1,1,1,3,1,1,13
29068,18,3,1,1,1,1,1,4,1,1,13
29069,19,3,1,1,1,1,1,2,1,1,13
29070,20,3,1,1,1,1,1,8,1,1,13
29071,2,2,1,1,1,1,1,5,1,1,13
29072,19,2,2,1,1,1,2,4,1,1,13
29073,20,2,1,1,1,1,2,4,1,1,13
29074,1,3,1,1,1,1,1,6,1,1,13
29075,2,2,2,2,1,2,2,5,1,1,13
29076,3,2,1,2,1,1,2,4,1,1,13
29077,4,3,1,2,1,1,2,3,1,1,13
29078,5,3,1,2,1,1,2,6,1,1,13
29079,6,2,2,2,1,1,2,5,1,1,13
29080,7,2,2,1,1,1,2,5,1,1,13
29081,8,2,2,1,1,1,2,5,1,1,13
29082,9,2,1,1,1,1,2,5,1,1,13
29083,11,2,1,2,1,1,1,8,1,1,13
29084,12,2,2,2,1,1,1,5,1,1,13
29085,13,3,2,2,1,1,1,2,1,1,13
29086,14,2,2,2,1,1,2,7,1,1,13
29087,15,2,2,2,1,1,2,6,1,1,13
29088,16,2,2,3,1,1,2,6,1,1,13
29089,17,3,1,2,1,1,2,5,1,1,13
29090,18,2,2,2,1,2,2,4,1,1,13
29091,20,2,2,2,1,1,2,2,1,1,13
29092,1,2,2,1,1,1,2,4,1,1,13
29093,2,2,1,2,1,1,2,4,1,1,13
29094,3,2,1,2,1,1,2,5,1,1,13
29095,5,2,1,1,1,1,1,4,1,1,13
29096,6,2,1,1,1,1,1,4,1,1,13
29097,7,3,1,1,1,1,1,4,1,1,13
29098,8,3,1,2,1,1,1,5,1,1,13
29099,9,3,1,2,1,1,1,4,1,1,13
29100,10,2,1,2,1,1,1,2,1,1,13
29101,14,2,1,2,1,1,1,3,1,1,13
29102,15,2,2,1,1,1,2,4,1,1,13
29103,16,2,1,1,1,1,1,4,1,1,13
29104,18,2,1,2,1,1,1,4,1,1,13
29105,19,2,1,2,1,1,1,7,1,1,13
29106,1,2,1,1,1,1,2,6,1,1,13
29107,2,3,1,1,1,1,1,3,1,1,13
29108,7,1,2,1,1,2,2,5,1,1,13
29109,8,2,2,1,1,1,1,8,1,1,13
29110,9,2,2,2,1,2,2,1,1,1,13
29111,10,2,2,1,1,2,2,2,1,1,13
29112,11,2,2,1,1,1,2,2,1,1,13
29113,12,3,2,1,1,1,1,3,1,1,13
29114,15,2,2,2,2,2,2,1,1,1,13
29115,16,2,6,2,2,2,2,6,1,1,13
29116,18,2,6,2,2,2,2,1,1,1,13
29117,19,2,4,5,1,2,2,5,1,1,13
29118,20,2,2,1,1,1,2,1,1,1,13
29119,1,2,2,5,1,2,2,2,1,1,13
29120,2,2,2,5,1,2,2,3,1,1,13
29121,3,2,2,5,1,1,1,4,1,1,13
29122,4,2,2,3,1,2,2,1,1,1,13
29123,5,2,1,2,1,2,1,5,1,1,13
29124,6,1,2,2,1,2,2,3,1,1,13
29125,7,2,2,4,1,1,2,3,1,1,13
29126,8,3,1,3,1,1,1,4,1,1,13
29127,9,2,2,5,1,1,1,3,1,1,13
29128,10,2,2,2,1,1,2,2,1,1,13
29129,11,2,2,2,1,1,1,5,1,1,13
29130,12,2,2,2,1,2,1,4,1,1,13
29131,15,2,2,3,1,2,2,1,1,1,13
29132,16,2,3,2,1,2,2,4,1,1,13
29133,17,2,1,2,1,1,2,5,1,1,13
29134,18,2,2,2,1,1,2,5,1,1,13
29135,19,2,2,2,1,1,2,4,1,1,13
29136,1,2,2,2,1,2,2,2,1,1,13
29137,2,2,4,5,1,2,2,3,1,1,13
29138,3,2,1,1,1,1,1,9,2,2,13
29139,4,2,2,2,1,2,2,2,1,1,13
29140,5,3,1,1,1,1,1,3,1,1,13
29141,6,1,2,2,1,1,1,2,1,1,13
29142,7,2,2,1,1,1,1,5,1,1,13
29143,8,2,2,1,1,1,2,4,1,1,13
29144,9,2,1,1,1,1,1,6,1,1,13
29145,10,3,2,2,1,1,1,4,1,1,13
29146,11,3,2,2,1,1,1,8,1,1,13
29147,5,3,1,1,1,1,1,4,1,1,14
29148,1,3,1,1,1,1,1,4,1,1,14
29149,2,3,1,1,1,1,1,1,1,1,14
29150,3,3,1,1,1,1,1,4,1,1,14
29151,4,2,1,1,1,1,1,5,1,1,14
29152,5,3,1,1,1,1,1,2,1,1,14
29153,3,3,1,1,1,1,1,3,1,1,14
29154,4,3,1,1,1,1,1,5,1,1,14
29155,5,3,1,1,1,1,2,3,1,1,14
29156,1,3,1,1,1,1,1,4,1,1,14
29157,3,3,1,1,1,1,1,3,1,1,14
29158,4,3,1,1,1,1,1,3,1,1,14
29159,5,3,1,1,1,1,1,3,1,1,14
29160,1,3,1,1,1,1,1,4,1,1,14
29161,3,3,1,1,1,1,1,5,1,1,14
29162,4,3,1,1,1,1,1,3,1,1,14
29163,5,3,1,1,1,1,1,5,1,1,14
29164,1,3,1,1,1,1,1,3,1,1,14
29165,2,3,1,1,1,1,1,5,1,1,14
29166,3,3,1,1,1,1,1,4,1,1,14
29167,4,3,1,1,1,1,1,3,1,1,14
29168,5,3,1,1,1,1,1,6,1,1,14
29169,1,3,1,1,1,1,1,3,2,2,14
29170,2,3,1,1,1,1,1,5,1,1,14
29171,3,3,1,1,1,1,1,2,1,1,14
29172,4,3,1,1,1,1,1,1,1,1,14
29173,5,3,1,1,1,1,2,2,1,1,14
29174,1,3,1,1,1,1,1,5,1,1,14
29175,2,3,1,1,1,1,1,6,1,1,14
29176,3,2,1,1,1,1,1,4,1,1,14
29177,4,3,1,1,1,1,1,6,1,1,14
29178,5,2,1,1,1,1,1,8,2,3,14
29179,1,3,1,1,1,1,1,5,1,1,14
29180,2,3,1,1,1,1,1,8,1,1,14
29181,3,3,1,1,1,1,1,4,1,1,14
29182,4,3,1,1,1,1,1,2,1,1,14
29183,3,2,2,1,1,1,1,5,1,1,13
29184,4,2,2,1,1,1,1,3,1,1,13
29185,5,2,1,2,1,1,1,5,1,1,13
29186,6,1,2,1,1,1,2,5,1,1,13
29187,7,2,2,1,1,2,2,2,1,1,13
29188,8,2,2,1,1,1,1,3,1,1,13
29189,9,2,2,1,1,1,2,10,1,1,13
29190,10,2,1,1,1,1,1,4,1,1,13
29191,11,2,1,2,1,1,1,4,1,1,13
29192,12,2,2,1,1,1,1,2,1,1,13
29193,13,2,2,1,1,1,2,4,1,1,13
29194,14,2,2,2,1,1,1,2,1,1,13
29195,15,2,4,2,1,1,2,9,2,2,13
29196,16,2,2,2,1,1,1,4,1,1,13
29197,17,2,2,2,1,2,2,2,1,1,13
29198,19,2,2,2,1,2,2,3,1,1,13
29199,20,1,2,5,2,2,2,4,1,1,13
29200,2,3,1,1,1,1,2,1,1,1,13
29201,1,2,1,1,1,1,1,5,1,1,13
29202,4,1,5,2,2,2,2,5,1,1,13
29203,5,2,1,1,1,1,1,4,1,1,13
29204,1,2,1,1,1,1,2,4,1,1,13
29205,2,2,4,5,1,2,2,8,1,1,13
29206,3,2,2,1,1,1,1,2,1,1,13
29207,5,3,1,1,1,1,1,4,1,1,13
29208,1,3,1,1,1,1,1,5,1,1,13
29209,3,2,4,1,1,1,2,2,1,1,13
29210,4,3,1,1,1,1,1,1,1,1,13
29211,5,3,2,1,1,2,2,1,1,1,13
29212,1,3,1,1,1,1,1,4,1,1,13
29213,2,3,1,1,1,1,1,4,1,1,13
29214,4,3,1,1,1,1,1,3,1,1,13
29215,4,3,1,1,1,1,1,4,1,1,13
29216,5,2,1,1,1,1,2,2,1,1,13
29217,6,3,1,1,1,1,1,2,1,1,13
29218,8,2,1,1,1,1,1,2,1,1,13
29219,9,2,1,1,1,2,2,1,1,1,13
29220,10,3,1,2,1,1,1,4,1,1,13
29221,11,2,1,1,1,2,2,2,1,1,13
29222,13,3,1,1,1,1,1,4,1,1,13
29223,14,2,2,1,1,1,2,3,1,1,13
29224,15,2,1,1,1,1,1,2,1,1,13
29225,16,2,1,1,1,1,2,6,1,1,13
29226,17,2,2,2,1,2,2,2,1,1,13
29227,18,2,1,2,1,1,1,8,1,1,13
29228,19,2,1,2,1,1,2,5,1,1,13
29229,20,2,2,2,1,1,2,3,1,1,13
29230,1,2,1,1,1,1,1,2,1,1,13
29231,2,2,2,1,1,1,1,4,1,1,13
29232,3,2,1,1,1,2,1,4,1,1,13
29233,4,2,1,1,1,2,1,8,1,1,13
29234,5,2,2,1,1,1,2,2,1,1,13
29235,6,2,1,1,1,1,1,4,1,1,13
29236,7,2,1,1,1,1,1,4,1,1,13
29237,8,2,1,1,1,1,1,2,1,1,13
29238,9,2,1,1,1,1,2,2,1,1,13
29239,10,2,1,1,1,2,2,3,1,1,13
29240,11,2,2,1,1,1,2,1,1,1,13
29241,12,2,1,1,1,1,1,4,1,1,13
29242,13,2,1,1,1,1,1,8,1,1,13
29243,15,2,2,1,1,2,1,4,1,1,13
29244,16,2,1,1,1,1,1,6,1,1,13
29245,17,2,2,1,1,1,1,3,1,1,13
29246,18,2,2,1,1,2,2,1,1,1,13
29247,19,2,1,1,1,1,1,6,2,2,13
29248,20,3,2,1,1,1,1,5,1,1,13
29249,1,2,1,2,1,1,2,3,1,1,13
29250,2,2,1,2,1,1,1,3,1,1,13
29251,3,2,2,5,1,1,1,4,1,1,13
29252,4,2,2,5,1,2,2,5,1,1,13
29253,5,3,1,2,1,1,1,4,1,1,13
29254,6,3,2,5,1,2,2,3,1,1,13
29255,13,2,2,2,1,1,1,3,1,1,13
29256,14,2,1,1,1,1,2,1,1,1,13
29257,15,2,2,5,1,2,2,4,1,1,13
29258,16,2,2,1,1,1,2,5,1,1,13
29259,17,2,2,1,1,1,1,4,1,1,13
29260,19,2,2,2,1,1,2,5,2,2,13
29261,20,2,2,2,1,1,1,6,1,1,13
29262,1,1,1,2,1,2,2,1,1,1,13
29263,2,2,2,1,1,1,1,5,2,2,13
29264,3,2,1,1,1,1,1,3,1,1,13
29265,4,2,1,2,1,1,2,5,1,1,13
29266,5,2,6,2,1,2,2,6,1,1,13
29267,6,2,1,1,1,2,1,6,1,1,13
29268,7,3,2,5,1,1,2,1,1,1,13
29269,9,2,2,1,1,1,2,2,1,1,13
29270,10,1,2,1,1,2,2,8,2,2,13
29271,11,2,1,1,1,1,2,3,1,1,13
29272,12,2,2,1,1,1,2,4,1,1,13
29273,13,2,1,1,1,1,2,2,1,1,13
29274,14,2,2,1,1,1,2,2,1,1,13
29275,15,2,2,1,1,1,2,5,1,1,13
29276,16,2,1,1,1,2,2,4,1,1,13
29277,17,2,1,2,1,2,2,1,1,1,13
29278,18,2,2,1,1,2,2,5,1,1,13
29279,19,2,2,1,1,1,2,5,1,1,13
29280,20,1,2,2,1,2,2,5,1,1,13
29281,1,2,2,2,1,1,2,2,1,1,13
29282,2,1,2,2,1,1,2,5,1,1,13
29283,3,1,2,2,1,1,2,5,1,1,13
29284,4,2,2,2,1,1,2,5,1,1,13
29285,5,2,2,2,1,1,2,3,1,1,13
29286,6,2,2,5,1,2,2,2,1,1,13
29287,8,2,6,3,1,2,2,4,1,1,13
29288,9,2,6,3,1,2,2,2,1,1,13
29289,10,2,4,5,1,2,2,5,1,1,13
29290,11,1,4,2,1,2,2,1,1,1,13
29291,12,2,2,2,1,2,2,5,1,1,13
29292,13,1,2,2,1,1,2,3,1,1,13
29293,14,2,2,3,1,1,2,3,1,1,13
29294,15,2,6,2,1,2,2,7,1,1,13
29295,16,2,2,2,1,1,1,5,1,1,13
29296,17,1,2,2,1,2,2,5,1,1,13
29297,5,3,1,1,1,1,1,2,1,1,14
29298,1,3,1,1,1,1,2,5,1,1,14
29299,3,3,1,1,1,1,1,3,1,1,14
29300,4,3,1,1,1,1,1,4,1,1,14
29301,5,3,1,1,1,1,1,5,1,1,14
29302,1,3,1,1,1,1,1,2,1,1,14
29303,2,3,1,1,1,1,1,2,1,1,14
29304,3,3,1,1,1,1,1,4,1,1,14
29305,4,3,1,1,1,1,1,4,1,1,14
29306,5,3,1,1,1,1,1,3,1,1,14
29307,1,3,1,1,1,1,1,4,1,1,14
29308,2,3,1,1,1,1,1,6,1,1,14
29309,4,3,1,1,1,1,1,4,1,1,14
29310,1,3,1,1,1,1,1,2,1,1,14
29311,3,3,1,1,1,1,2,1,1,1,14
29312,4,3,1,1,1,1,1,1,1,1,14
29313,5,2,1,1,1,1,1,3,1,1,14
29314,1,3,1,1,1,1,1,2,1,1,14
29315,2,3,1,1,1,1,1,2,1,1,14
